qiskit,linear,linear_reduced,shp_reduced,mst_reduced,shp,mst,gleinig
11,120,13,10,13,114,120,7
11,118,13,8,12,113,115,3
11,122,17,14,12,118,116,7
11,127,31,8,12,114,118,7
11,118,10,8,9,114,115,5
11,123,18,14,12,117,116,7
11,124,20,12,12,118,122,6
11,118,12,10,16,116,120,6
11,126,10,12,16,121,128,8
11,120,10,12,18,117,122,7
11,117,12,8,12,114,117,5
11,119,14,12,12,116,117,6
5,120,17,8,6,115,113,6
11,126,12,14,8,119,117,6
11,122,18,14,22,118,122,6
11,118,14,6,14,111,118,6
11,127,21,16,13,119,124,7
11,120,25,12,6,117,119,6
11,122,18,11,16,116,119,8
11,120,16,10,10,114,114,4
11,121,13,8,12,118,119,9
11,121,12,6,12,119,121,6
11,119,15,12,14,115,117,8
11,120,25,10,22,117,122,5
11,121,21,10,10,116,116,8
11,123,18,10,18,117,117,6
11,122,16,8,8,116,122,6
11,119,14,14,14,119,119,7
11,127,21,12,8,119,115,10
11,119,12,12,11,116,117,6
11,122,16,18,15,120,121,7
11,120,25,10,12,117,119,6
11,121,16,8,16,115,121,8
11,118,14,12,14,115,118,6
11,121,21,10,10,116,116,8
11,120,14,10,6,112,120,5
11,119,12,12,16,119,117,6
11,118,13,6,13,113,118,4
11,122,14,10,10,119,119,6
11,118,14,12,14,115,118,6
11,118,10,10,10,117,120,5
11,126,12,10,12,116,116,6
11,126,22,10,14,115,117,7
11,121,10,12,14,118,125,7
5,117,8,6,10,115,117,5
11,117,14,12,16,116,119,6
11,123,10,8,12,118,120,7
11,124,17,12,14,117,120,8
11,119,16,8,22,116,122,7
11,120,14,8,14,114,120,6
11,118,12,8,12,114,118,5
11,124,19,14,14,118,121,9
11,126,20,10,26,121,125,8
11,127,31,8,27,116,121,7
9,119,4,6,4,114,112,5
11,118,14,6,12,116,116,5
11,126,19,10,12,116,116,7
11,117,22,6,22,115,117,5
11,121,18,10,14,116,118,6
11,122,14,7,21,117,121,7
11,126,22,14,22,120,125,7
11,123,8,8,10,113,117,5
9,123,16,10,14,114,117,5
11,121,16,12,13,116,119,7
11,119,16,14,12,117,116,6
9,120,14,10,14,115,117,5
11,123,18,10,14,116,117,7
11,119,16,14,14,119,122,6
11,124,18,14,22,120,122,8
11,121,14,8,14,117,122,7
11,116,10,6,10,115,117,7
11,123,20,12,12,120,122,6
11,118,14,12,17,116,119,7
11,124,18,16,20,118,122,8
5,122,14,10,13,115,119,7
11,117,21,4,10,113,114,6
11,118,14,12,14,117,119,7
11,118,14,12,14,116,118,6
11,119,14,6,14,113,119,6
11,119,12,6,17,113,117,5
11,118,12,8,12,114,118,7
11,120,16,14,14,119,122,8
11,117,10,6,10,114,117,5
11,123,17,11,12,116,118,10
11,119,14,14,18,118,121,8
11,128,33,10,10,115,116,8
11,115,12,12,12,114,117,6
11,121,10,14,14,118,120,6
11,122,27,10,26,115,121,6
11,121,16,14,20,119,121,7
11,117,16,4,10,113,112,4
11,119,7,10,4,115,115,5
11,121,16,12,10,115,116,8
11,121,23,7,20,116,118,6
11,120,13,8,10,114,116,3
11,118,12,12,24,117,116,6
11,119,14,8,12,117,119,6
11,120,18,10,14,114,120,5
11,129,18,12,14,117,119,9
11,119,14,14,12,117,116,7
11,127,13,14,8,120,115,7
11,121,23,7,20,116,118,6
11,119,23,7,12,114,119,6
11,118,22,8,6,114,111,4
11,126,22,14,26,120,125,7
11,120,22,8,6,115,113,4
11,121,15,8,12,112,118,5
11,122,27,8,14,114,116,7
11,123,8,8,8,117,123,8
11,119,14,14,21,119,119,7
9,122,16,14,14,117,117,6
11,124,12,12,14,120,122,7
11,121,16,12,18,117,122,6
11,118,4,4,4,117,117,4
5,120,7,10,4,116,115,5
11,126,20,10,26,120,127,8
11,123,29,10,22,116,121,6
11,121,10,14,14,118,121,6
11,125,20,14,12,117,116,7
11,119,14,14,14,118,122,8
11,126,22,10,12,116,118,6
11,122,16,14,18,116,118,7
11,122,16,8,12,115,119,5
11,116,10,6,22,113,121,5
11,121,10,8,18,118,124,6
11,124,18,12,10,118,117,8
9,123,27,10,8,117,115,4
11,122,16,16,25,122,122,7
11,126,20,14,13,118,126,9
11,124,16,14,14,118,118,6
